id,taxid,superkingdom,organism,title,valid
NC_019813,1234701,Viruses,Pseudomonas phage vB_PaeP_p2-10_Or1,"Pseudomonas phage vB_PaeP_p2-10_Or1, complete genome",True
NC_031913,1701824,Viruses,Streptococcus phage phiARI0460-1,"Streptococcus phage phiARI0460-1, complete genome",True
KR080205,1647312,Viruses,Mycobacterium phage Corofin,"Mycobacterium phage Corofin, complete genome",True
NC_003438,2928746,Viruses,Spiroplasma phage 4,"Spiroplasma phage 4, complete genome",True
MG872834,2081621,Viruses,Gordonia phage Confidence,"Gordonia phage Confidence, complete genome",True
JF704093,2902881,Viruses,Mycobacterium phage Backyardigan,"Mycobacterium phage Backyardigan, complete genome",True
MH590595,2283298,Viruses,Mycobacterium phage NEHalo,"Mycobacterium phage NEHalo, complete genome",True
MH834616,2419959,Viruses,Arthrobacter phage Kepler,"Arthrobacter phage Kepler, complete genome",True
JF704105,1034127,Viruses,Mycobacterium phage Adephagia,"Mycobacterium phage Adephagia, complete sequence",True
MG757153,2079426,Viruses,Streptomyces phage BillNye,"Streptomyces phage BillNye, complete genome",True
NC_031069,1814957,Viruses,Streptococcus phage 9871,"Streptococcus virus 9871, complete genome",True
NC_011023,2914013,Viruses,Mycobacterium phage Pukovnik,"Mycobacterium phage Pukovnik, complete genome",True
MH020239,2126816,Viruses,Mycobacterium phage Naca,"Mycobacterium phage Naca, complete genome",True
KY204248,1927027,Viruses,Mycobacterium phage JoongJeon,"Mycobacterium phage JoongJeon, complete genome",True
NC_016569,1109711,Viruses,Nocardia phage NBR1,"Nocardia phage NBR1, complete genome",True
NC_011523,2880538,Viruses,Bacillus phage AP50,"Bacillus phage AP50, complete genome",True
NC_017864,1141526,Viruses,Pseudomonas phage vB_Pae-Kakheti25,"Pseudomonas phage vB_Pae-Kakheti25, complete genome",True
NC_028835,1739608,Viruses,Lactobacillus phage CL2,"Lactobacillus phage CL2, complete genome",True
NC_019933,2994055,Viruses,Xanthomonas phage CP1,"Xanthomonas phage CP1 DNA, complete genome",True
MK376955,2507856,Viruses,Mycobacterium phage KiSi,"Mycobacterium phage KiSi, complete genome",True
KY083061,1916117,Viruses,Mycobacterium phage Palestino,"Mycobacterium phage Palestino, complete genome",True
MH590589,2283305,Viruses,Streptomyces phage SparkleGoddess,"Streptomyces phage SparkleGoddess, complete genome",True
MF324908,2015825,Viruses,Mycobacterium phage Unicorn,"Mycobacterium phage Unicorn, complete genome",True
MK284518,2500573,Viruses,Mycobacterium phage ACFishhook,"Mycobacterium phage ACFishhook, complete genome",True
MH047633,2126722,Viruses,Mycobacterium phage Pistachio,"Mycobacterium phage Pistachio, complete genome",True
NC_009814,330398,Viruses,Listeria phage P35,"Listeria phage P35, complete genome",True
JF704108,2920882,Viruses,Mycobacterium phage JoeDirt,"Mycobacterium phage JoeDirt, complete genome",True
NC_030933,1200862,Viruses,Staphylococcus phage Stau2,"Staphylococcus phage Stau2, complete genome",True
NC_028652,1735586,Viruses,Pseudomonas phage C11,"Pseudomonas phage C11, complete genome",True
NC_027623,1655018,Viruses,Propionibacterium phage Pirate,"Propionibacterium phage Pirate, complete genome",True
MF072690,2006923,Viruses,Mycobacterium phage Porcelain,"Mycobacterium phage Porcelain, complete genome",True
MK279890,2499067,Viruses,Mycobacterium phage Veritas,"Mycobacterium phage Veritas, complete genome",True
KU998237,1838082,Viruses,Gordonia phage Vendetta,"Gordonia phage Vendetta, complete genome",True
KT347314,1698359,Viruses,Mycobacterium phage Phreak,"Mycobacterium phage Phreak, complete genome",True
MG962374,2094139,Viruses,Mycobacterium phage Paola,"Mycobacterium phage Paola, complete genome",True
NC_008723,2913977,Viruses,Staphylococcus phage PH15,"Staphylococcus phage PH15, complete genome",True
MH153809,2182348,Viruses,Gordonia phage Sitar,"Gordonia phage Sitar, complete genome",True
NC_025452,1477406,Viruses,Dickeya phage RC-2014,"Dickeya phage RC-2014, complete genome",True
NC_023594,1445859,Viruses,Shewanella phage Spp001,"Shewanella phage Spp001, complete genome",True
NC_031251,1821562,Viruses,Gordonia phage SoilAssassin,"Gordonia phage SoilAssassin, complete genome",True
NC_021799,1327970,Viruses,Cellulophaga phage phi19:1,"Cellulophaga phage phi19:1, complete genome",True
NC_031266,1821541,Viruses,Mycobacterium phage Phrann,"Mycobacterium phage Phrann, complete genome",True
MG839018,2079582,Viruses,Microbacterium phage Espinosa,"Microbacterium phage Espinosa, complete genome",True
NC_024135,1486424,Viruses,Mycobacterium phage Bernal13,"Mycobacterium phage Bernal13, complete genome",True
KU985091,1821724,Viruses,Mycobacterium phage Hercules11,"Mycobacterium phage Hercules11, complete genome",True
MK524505,2530117,Viruses,Gordonia phage Dogfish,"Gordonia phage Dogfish, complete genome",True
KY223999,1927020,Viruses,Mycobacterium phage MrMagoo,"Mycobacterium phage MrMagoo, complete genome",True
MK112545,2488972,Viruses,Mycobacterium phage Khaleesi,"Mycobacterium phage Khaleesi, complete genome",True
NC_007461,313629,Viruses,Chlamydia phage 4,"Chlamydia phage 4, complete genome",True
KY083060,1916114,Viruses,Mycobacterium phage Bruiser,"Mycobacterium phage Bruiser, complete genome",True
KT184391,1674927,Viruses,Streptomyces phage Lannister,"Streptomyces phage Lannister, complete genome",True
MH536813,2250325,Viruses,Mycobacterium phage AugsMagnumOpus,"Mycobacterium phage AugsMagnumOpus, complete genome",True
NC_002703,35241,Viruses,Lactococcus phage Tuc2009,"Lactococcus phage Tuc2009, complete genome",True
NC_023563,1414748,Viruses,Mycobacterium phage Suffolk,"Mycobacterium phage Suffolk, complete genome",True
MK359337,2502464,Viruses,Mycobacterium phage Flabslab,"Mycobacterium phage Flabslab, complete genome",True
MH834623,2419965,Viruses,Arthrobacter phage Peas,"Arthrobacter phage Peas, complete genome",True
KP876466,1636184,Viruses,Streptomyces phage TP1604,"Streptomyces phage TP1604, complete genome",True
NC_023561,1455074,Viruses,Enterobacter phage PG7,"Enterobacter phage PG7, complete genome",True
KX897981,1913110,Viruses,Mycobacterium phage StarStuff,"Mycobacterium phage StarStuff, complete genome",True
NC_031930,1813781,Viruses,Salmonella phage 118970_sal1,"Salmonella phage 118970_sal1, complete genome",True
NC_029077,1542912,Viruses,Mycobacterium phage VohminGhazi,"Mycobacterium phage VohminGhazi, complete genome",True
NC_011421,2884427,Viruses,Bacillus phage SPO1,"Bacillus phage SPO1, complete genome",True
MH155873,2992928,Viruses,Microbacterium phage Paschalis,"Microbacterium phage Paschalis, complete genome",True
MG099939,2047830,Viruses,Gordonia phage BENtherdunthat,"Gordonia phage BENtherdunthat, complete genome",True
NC_022762,1399942,Viruses,Lactobacillus phage phiLdb,"Lactobacillus phage phiLdb, complete genome",True
MH479920,2250406,Viruses,Mycobacterium phage Mowgli,"Mycobacterium phage Mowgli, complete genome",True
NC_027332,1560342,Viruses,Acinetobacter phage YMC13/03/R2096,"Acinetobacter phage YMC13/03/R2096, complete genome",True
NC_004302,43685,Viruses,Lactococcus phage r1t,"Lactococcus phage r1t, complete genome",True
NC_031049,1805952,Viruses,Bacillus phage NotTheCreek,"Bacillus phage NotTheCreek, complete genome",True
NC_021305,1327939,Viruses,Mycobacterium phage Murphy,"Mycobacterium phage Murphy, complete genome",True
KX534004,1873887,Viruses,Mycobacterium phage Sneeze,"Mycobacterium phage Sneeze, complete genome",True
NC_008201,2681596,Viruses,Mannheimia phage PHL101,"Mannheimia phage PHL101, complete genome",True
MF324912,2015823,Viruses,Mycobacterium phage Phrank,"Mycobacterium phage Phrank, complete genome",True
MG757166,2079416,Viruses,Gordonia phage SuperSulley,"Gordonia phage SuperSulley, complete genome",True
MH316561,2234026,Viruses,Mycobacterium phage Derek,"Mycobacterium phage Derek, complete genome",True
MH669014,2301571,Viruses,Mycobacterium phage Spikelee,"Mycobacterium phage Spikelee, complete genome",True
NC_024375,1173745,Viruses,Listeria phage LP-026,"Listeria phage LP-026, complete genome",True
MK310145,2500805,Viruses,Mycobacterium phage Lemur,"Mycobacterium phage Lemur, complete genome",True
MH001453,2108121,Viruses,Mycobacterium phage Adonis,"Mycobacterium phage Adonis, complete genome",True
KT124228,1690427,Viruses,Streptomyces phage Danzina,"Streptomyces phage Danzina, complete genome",True
NC_031010,1883374,Viruses,Erwinia phage vB_EamM_Kwan,"Erwinia phage vB_EamM_Kwan, complete genome",True
MH834629,2419970,Viruses,Arthrobacter phage Yang,"Arthrobacter phage Yang, complete genome",True
NC_013936,2902838,Viruses,Mycobacterium phage Ardmore,"Mycobacterium phage Ardmore, complete genome",True
MH000606,2108118,Viruses,Mycobacterium phage Fascinus,"Mycobacterium phage Fascinus, complete genome",True
MF919522,2041562,Viruses,Propionibacterium phage MEAK,"Propionibacterium phage MEAK, complete genome",True
MK016498,2484211,Viruses,Mycobacterium phage Manda,"Mycobacterium phage Manda, complete genome",True
KC661272,1327779,Viruses,Mycobacterium phage Methuselah,"Mycobacterium phage Methuselah, complete genome",True
MF185726,2015841,Viruses,Mycobacterium phage Appletree2,"Mycobacterium phage Appletree2, complete genome",True
NC_009333,37296,Viruses,Human gammaherpesvirus 8,"Human herpesvirus 8 strain GK18, complete genome",True
MH077576,2163589,Viruses,Mycobacterium phage AbbyPaige,"Mycobacterium phage AbbyPaige, complete genome",True
JN083852,2902890,Viruses,Mycobacterium phage Benedict,"Mycobacterium phage Benedict, complete genome",True
MH371117,2250360,Viruses,Mycobacterium phage Kahve,"Mycobacterium phage Kahve, complete genome",True
NC_001365,10854,Viruses,Spiroplasma phage R8A2B,"Spiroplasma phage 1-R8A2B, complete genome",True
NC_024370,1448276,Viruses,Streptococcus phage IC1,"Streptococcus phage IC1, complete sequence",True
JN412590,2922993,Viruses,Mycobacterium phage Eureka,"Mycobacterium phage Eureka, complete genome",True
MH576948,2283238,Viruses,Arthrobacter phage Azathoth,"Arthrobacter phage Azathoth, complete genome",True
KP876465,1636183,Viruses,Streptomyces phage YDN12,"Streptomyces phage YDN12, complete genome",True
NC_031008,1821228,Viruses,Staphylococcus phage SLPW,"Staphylococcus phage SLPW, complete genome",True
KM652554,1556290,Viruses,Streptomyces phage Jay2Jay,"Streptomyces phage Jay2Jay, complete genome",True
MF140403,2015877,Viruses,Mycobacterium phage Changeling,"Mycobacterium phage Changeling, complete genome",True
MH155875,2182402,Viruses,Mycobacterium phage Pipcraft,"Mycobacterium phage Pipcraft, complete genome",True
NC_023713,1089117,Viruses,Mycobacterium phage Blue7,"Mycobacterium phage Blue7, complete genome",True
NC_031920,1701811,Viruses,Streptococcus phage phiARI0004,"Streptococcus phage phiARI0004, complete genome",True
KT895281,1739967,Viruses,Mycobacterium phage Cabrinians,"Mycobacterium phage Cabrinians, complete genome",True
KY969628,1983573,Viruses,Mycobacterium phage Zenon,"Mycobacterium phage Zenon, complete genome",True
NC_019930,981335,Viruses,Tetrasphaera phage TJE1,"Tetrasphaera phage TJE1, complete genome",True
MK359342,2502467,Viruses,Mycobacterium phage ShiaLabeouf,"Mycobacterium phage ShiaLabeouf, complete genome",True
MF324906,2015816,Viruses,Arthrobacter phage Cheesy,"Arthrobacter phage Cheesy, complete genome",True
NC_028676,1636182,Viruses,Sinorhizobium phage phiM9,"Sinorhizobium phage phiM9, complete genome",True
NC_019502,1124578,Viruses,Bacillus phage phIS3501,"Bacillus phage phIS3501, complete genome",True
MG872837,2081624,Viruses,Mycobacterium phage Gage,"Mycobacterium phage Gage, complete genome",True
MH020236,2126813,Viruses,Mycobacterium phage GageAP,"Mycobacterium phage GageAP, complete genome",True
MH513980,2250307,Viruses,Mycobacterium phage Roy17,"Mycobacterium phage Roy17, complete genome",True
MH371112,2250354,Viruses,Mycobacterium phage Adnama,"Mycobacterium phage Adnama, complete genome",True
NC_011142,551895,Viruses,Iodobacter phage PhiPLPE,"Iodobacteriophage phiPLPE, complete genome",True
KY385383,1933690,Viruses,Mycobacterium phage Maskar,"Mycobacterium phage Maskar, complete genome",True
NC_022966,1327964,Viruses,Pseudomonas phage PAK_P5,"Pseudomonas phage PAK_P5, complete genome",True
NC_028766,1572750,Viruses,Mannheimia phage vB_MhM_3927AP2,"Mannheimia phage vB_MhM_3927AP2, complete genome",True
KU160666,1772316,Viruses,Arthrobacter phage SorJuana,"Arthrobacter phage SorJuana, complete genome",True
NC_023740,1089136,Viruses,Mycobacterium phage JacAttac,"Mycobacterium phage JacAttac, complete genome",True
NC_011810,538398,Viruses,Pseudomonas phage PB1,"Pseudomonas phage PB1, complete genome",True
NC_007060,2936817,Viruses,Staphylococcus phage 55,"Staphylococcus phage 55, complete genome",True
NC_008199,373413,Viruses,Mycobacterium phage Pipefish,"Mycobacterium phage Pipefish, complete genome",True
NC_021342,1325372,Viruses,Edwardsiella phage PEi21,"Edwardsiella phage PEi21, complete genome",True
NC_028861,1647304,Viruses,Mycobacterium phage FlagStaff,"Mycobacterium phage FlagStaff, complete genome",True
MH479926,2250389,Viruses,Arthrobacter phage Synepsis,"Arthrobacter phage Synepsis, complete genome",True
NC_028783,1739610,Viruses,Lactobacillus phage iLp84,"Lactobacillus phage iLp84, complete genome",True
MF140433,2015872,Viruses,Arthrobacter phage TinoCrisci,"Arthrobacter phage TinoCrisci, complete genome",True
MK016501,2484213,Viruses,Mycobacterium phage Nebkiss,"Mycobacterium phage Nebkiss, complete genome",True
MK359307,2502425,Viruses,Mycobacterium phage Ochi17,"Mycobacterium phage Ochi17, complete genome",True
NC_016165,1105286,Viruses,Rhodobacter phage RcapMu,"Rhodobacter phage RcapMu, complete genome",True
MF140398,2015874,Viruses,Mycobacterium phage Amohnition,"Mycobacterium phage Amohnition, complete genome",True
MF919509,2041534,Viruses,Mycobacterium phage JetBlade,"Mycobacterium phage JetBlade, complete genome",True
NC_028655,1735591,Viruses,Yersinia phage vB_YenP_AP10,"Yersinia phage vB_YenP_AP10, complete genome",True
MH590605,2283294,Viruses,Mycobacterium phage Cherrybomb426,"Mycobacterium phage Cherrybomb426, complete genome",True
MK279904,2499055,Viruses,Mycobacterium phage RedMaple,"Mycobacterium phage RedMaple, complete genome",True
MF919515,2041560,Viruses,Propionibacterium phage Leviosa,"Propionibacterium phage Leviosa, complete genome",True
KX657796,1912978,Viruses,Mycobacterium phage Urkel,"Mycobacterium phage Urkel, complete genome",True
NC_024386,1262518,Viruses,Leuconostoc phage LN25,"Leuconostoc phage phiLN25, complete genome",True
NC_031078,1873777,Viruses,Streptomyces phage Nanodon,"Streptomyces phage Nanodon, complete genome",True
MK016491,2484208,Viruses,Mycobacterium phage BaboJay,"Mycobacterium phage BaboJay, complete genome",True
NC_031924,1873985,Viruses,Salmonella phage IME207,"Salmonella phage IME207, complete genome",True
NC_004745,2992578,Viruses,Yersinia phage L-413C,"Yersinia phage L-413C, complete genome",True
MF189173,2024277,Viruses,Arthrobacter phage Heisenberger,"Arthrobacter phage Heisenberger, complete genome",True
MK112555,2488979,Viruses,Mycobacterium phage Zelda,"Mycobacterium phage Zelda, complete genome",True
MH399783,2250371,Viruses,Microbacterium phage Noelani,"Microbacterium phage Noelani, complete genome",True
KY092480,1920311,Viruses,Streptomyces phage Picard,"Streptomyces phage Picard, complete genome",True
MH536816,2250326,Viruses,Mycobacterium phage DrFeelGood,"Mycobacterium phage DrFeelGood, complete genome",True
MK524488,2530139,Viruses,Mycobacterium phage Patt,"Mycobacterium phage Patt, complete genome",True
MK359312,2502430,Viruses,Mycobacterium phage Fushigi,"Mycobacterium phage Fushigi, complete genome",True
JF704091,1034126,Viruses,Mycobacterium phage ABU,"Mycobacterium phage ABU, complete sequence",True
MH045562,2126934,Viruses,Microbacterium phage Raptor,"Microbacterium phage Raptor, complete genome",True
NC_029075,1589748,Viruses,Achromobacter phage JWF,"Achromobacter phage JWF, complete genome",True
MK016490,2484217,Viruses,Arthrobacter phage Anjali,"Arthrobacter phage Anjali, complete genome",True
KX641263,1897545,Viruses,Mycobacterium phage Kalpine,"Mycobacterium phage Kalpine, complete genome",True
NC_028933,1589273,Viruses,Pseudomonas phage PhiCHU,"Pseudomonas phage PhiCHU, complete genome",True
NC_029120,1416032,Viruses,Shigella phage 75/02 Stx,"Shigella phage 75/02 Stx, complete genome",True
NC_023731,1071503,Viruses,Mycobacterium phage Trixie,"Mycobacterium phage Trixie, complete genome",True
NC_002649,2679898,Viruses,Bacillus phage GA1,"Bacillus phage GA-1, complete genome",True
NC_002796,31754,Viruses,Lactococcus phage BK5-T,"Lactococcus phage BK5-T, complete genome",True
KP273225,1589274,Viruses,Mycobacterium phage Sheen,"Mycobacterium phage Sheen, complete genome",True
NC_021304,1327759,Viruses,Streptomyces phage Sujidade,"Streptomyces phage Sujidade, complete genome",True
MK450432,2510580,Viruses,Mycobacterium phage ValleyTerrace,"Mycobacterium phage ValleyTerrace, complete genome",True
